,name,grape,region,variety,rating,notes
1641,Andrew Murray Tous les Jours Syrah 2015,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,91,"The Syrah Tous les Jours is a quintessential Santa Ynez Valley Syrah. It is simultaneously bold and balanced, rich and smooth, fruit forward and frothy. It is impossibly dark and full-bodied, without ever going over the top. It is heavily inspired by Northern Rhone Syrah (Hermitage) and Australian Shiraz (Barossa Valley). The aromas and flavors are dominated by black cherry, raspberry, white pepper, forest floor and toasty oak. It is an absolutely unique and special expression of Syrah. Moreover, It is a style that one can enjoy every day."
1642,Andrew Murray Tous les Jours Syrah 2016,,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90,"The Syrah Tous les Jours is a quintessential Santa Ynez Valley Syrah. It is simultaneously Bold and Balanced, Rich and Smooth, Fruit Forward and Earthy. It is impossibly dark and full-bodied, without ever going over the top. It is heavily inspired by Northern Rhone Syrah (Hermitage) and Australian Shiraz (Barossa Valley). The aromas and flavors are dominated by black cherry, raspberry, white pepper, forest floor, and toasty oak. It is absolutely unique and special expression of Syrah. Moreover, it is a style that one can enjoy every day."
1643,Andrew Murray Watch Hill Syrah 2009,,"Central Coast, California",Red Wine,93,"We added 5% Viognier to this vintage in hommage of our old Roasted Slope Syrah.  The 2009 vintage just begged for a little something extra, and the Viognier delivered by lifting the nose and by helping to keep this Syrah remain yummy and dinstinctive.  The aromas and flavors lean toward bright red fruits...cherries, raspberries, currants, and cranberries, with just a touch of a floral/violet note (from the Viognier) with a spicy note dominated by fresh black pepper and a dose of sweet French oak. This wine is quite quaffable now, but you will be rewarded if you wait 2-7 years to drink this one. "
1644,Andrew Rich Cabernet Franc 2007,,"Yakima Valley, Columbia Valley, Washington",Red Wine,92,"We are now sourcing our Franc from the famed Red Willow Vineyard near Yakima. This block was planted in 1989 on a rocky east-facing slope, where the poor, well-drained soil (not to mention Mike Sauer and his sons and crew) helps control vigor and yields. Rich and powerful, the wine can be drunk now with decanting, but a year in the bottle should work wonders."
1645,Andrew Rich Croft Vineyard Sauvignon Blanc 2017,,"Willamette Valley, Oregon",White Wine,90,"Super-refreshing lime meets hints of grapefruit and gooseberry, with a palate that builds weight. Add to that a clean finish with a subtle stony character and you have a prime summer white."
1646,Andrew Rich Croft Vineyard Sauvignon Blanc 2018,,"Willamette Valley, Oregon",White Wine,90,"Passionfruit, guava and gooseberry pop from the glass, with an underpinning of flinty smoke. The Croft SB is filled with ripe fruit, and is equally tamed by the bright acid we've come to associated with the Croft site. Extended lees contact give an unusual textural richness to what otherwise might seem a light bodied wine. Perhaps our best bottling thus far, and should age well for the next 5 to 8 years."
1647,Andrew Rich Cuvee B Pinot Noir 2008,,"Willamette Valley, Oregon",Red Wine,90,"With its darker color and deep aromas of graphite, crushed red and black berries, and a hint of wild herbs, the Cuvée announces itself as a wine that is altogether more ""serious"" than the Prelude.  (And for those who have been following this wine for the last 10 vintages, it should be noted that with this vintage the B has been promoted: it is no longer our ""entry-level"" Pinot, though in order to attain an elevated rank it was necessary to bottle much less than previously—about one-half of normal.)  In the mouth the wine seems more savory than overtly fruity, with a round, sweet, rich mid-palate.  It is full and lush with any excess weight (a hallmark of 2008).  There is excellent length here, with well-integrated tannins and vibrant acidity to keep the wine focused and fresh.  Delicious now, this will go five years at least. "
1648,Andrew Rich Prelude Pinot Noir 2010,,"Willamette Valley, Oregon",Red Wine,91,"A clean, bright nose of cherries and floral notes adds a suggestion of sweetness with air.  This initially seems round and soft, becoming lively and energetic on the back end, with modest tannins and good acidity.  Although designed to give immediate pleasure, this Prelude has the framework to age for several years."
1649,Andrew Rich Verbatim Pinot Noir 2013,,"Willamette Valley, Oregon",Red Wine,90,"Andrew Rich's first Pinot to be released from a two-faced vintage. They went into harvest strategizing on how to handle a hot dry year, but when five inches of rain fell over four days in late September, their plans went out the window. Nonetheless, when farming was meticulous and sorting was ruthless, what resulted were Pinots that are indisputably ripe in character, but on a lighter frame, with vibrant acidity, moderate alcohol, and soft tannins."
1650,Andrew Will Winery Cabernet Franc 2016,,"Columbia Valley, Washington",Red Wine,91,"We believe in wines that are true to their varietals and this wine is classic Cabernet Franc. It exhibits kitchen herbal flavors on the nose which assert themselves on the palate. Additional fresh forest floor notes as well as plum, dark currant and huckleberry fruit notes. A lift on the finish from subdued acids. "
1651,Andrew Will Winery Champoux Red 2000,,"Columbia Valley, Washington",Red Wine,90,"Red licorice, plums and dark cherries are found in the aromatic profile of this wine. A blend of 68% Cabernet Sauvignon, 18% Cabernet Franc, 10% Merlot, and 4% Petit Verdot, it is medium to full-bodied, concentrated, and deep. Its complex, intense, and powerful core reveals flavors of blackberries, cassis, licorice, and road tar. Loaded with tannin, this structured effort also displays a long, highly expressive finish."
1652,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 1999,,"Columbia Valley, Washington",Red Wine,95,"Champoux is a comple wine, having not only primary fruit flavors, but also components of flora and earth as well as mineral aspects. Each year since we have been making this wine we have enjoyed watching its journey as it changes in bottle. We are expecting more and more from the vineyard and feel that we are being rewarded for our demands from it."
1653,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2001,,"Columbia Valley, Washington",Red Wine,91,"Champoux is showing itself to be complex, having not only primary fruit flavors, but also components of flora and earth as well as mineral aspects. Each year since we have been making this wine we have enjoyed watching its journey as it changes in bottle. We are expecting more and more from the vineyard and feel that we are being rewarded for our demands from it."
1654,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2004,,"Columbia Valley, Washington",Red Wine,93,"Blend: 44% Cabernet Sauvignon, 25% Cabernet Franc, 22% Merlot, 9% Petit Verdot "
1655,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2007,,"Columbia Valley, Washington",Red Wine,92,This vintage is composed of more than half Cabernet Franc. The unctuous almost liquid cascade of flavors that first come to mind are greatly colored by this grape. The mid palate is thick and rich with a compelling balance and flow to the palate. At this period this is compelling wine which is at once a wine to drink after being open for a few hours or one to put away for a decade or more. 
1656,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2006,,"Columbia Valley, Washington",Red Wine,92,"A lot of people have been whispering that this isthe finest vineyard in Washington, and while weare always interested in what is being said inwhispers and behind closed doors we can't always give as much of our trust to these thoughts as some. Nevertheless we are ready to agree on the terrific sense of body and pronounced strength of the fruit in the wines being made from the various part of Champoux Vineyard. As much as I fall in love with the wines from Champoux, I have to pull myself back and wait for a few years until the true voicing and pitch of these wines comes forward. Again, it is the beauty and compelling nature of this wine as a whole which draws me to it in an almost narcotic way."
1657,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2008,,"Columbia Valley, Washington",Red Wine,93,"Although this wine has much more Cabernet Sauvignon than the 2007, the wines seem to be more like sisters than cousins. The 2008 stands not in the shadows of 2007 as I had first thought it might but right next to it. It is a wine that although different in structure, nevertheless possesses all that it needs to satisfy now and in the future. "
1658,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2009,,"Columbia Valley, Washington",Red Wine,91,"This wine has a full middle palate with layers of raspberry, black cherry, and plum with blueberry reflections. The wine is soft considering the percentage of cabernet and has good acidity that contributes to its freshness and structure.  "
1659,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2010,,"Columbia Valley, Washington",Red Wine,93,"The texture this wine possesses carries through from start to finish. This is a forceful wine with power and grace from the Cabernet Franc. The Merlot in the wine adds fruit and a wonderful sense on the palate of freshness and red berries. Cabernet Sauvignon serves to knit the wine into a whole and provides, along with the other varieties, a wonderful lattice like structure that allows for the other flavors in the wine to present themselves. Very good nose for a wine so young. "
1660,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2012,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,91,"This beautifully refined wine is very pure and nicely ripe on both the nose and the palate. The black current, sweet dark berries, tobacco leaf, and stony soil characteristics are accompanied by hints of floral notes. Full bodied, this wine is seamless in texture with fine-grained tannins, noticeable grip, and a long memorable finish. It is a superb example what this vineyard and AVA can deliver."
1661,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2013,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,92,This medium to full-bodied wine exhibits the energy and freshness that are the hallmarks of these 2013 vintage wines.
1662,Andrew Will Winery Champoux Vineyard Horse Heaven Hills 2014,,"Horse Heaven Hills, Columbia Valley, Washington",Red Wine,92,"A combination of dark fruit intermingles with notes of cassis, mocha and wildflowers. This wine has a rich and smooth mouthfeel that exhibits fine-grained tannins while still maintaining a sense of lift and freshness."
1663,Andrew Will Winery Champoux Vineyard Red 2001,,"Columbia Valley, Washington",Red Wine,93,"Red licorice, plums and dark cherries are found in the aromatic profile of this wine. A blend of 68% Cabernet Sauvignon, 18% Cabernet Franc, 10% Merlot, and 4% Petit Verdot, it is medium to full-bodied, concentrated, and deep. Its complex, intense, and powerful core reveals flavors of blackberries, cassis, licorice, and road tar. Loaded with tannin, this structured effort also displays a long, highly expressive finish."
